chr	start	stop	name	pct_at	pct_gc	num_A	num_C	num_G	num_T	num_N	num_oth	seq_len
9	105442653	105443807	GRMZM2G060311	0.468804	0.531196	241	328	285	300	0	0	1154
9	105489332	105500735	GRMZM2G115564	0.584495	0.415505	3033	2327	2411	3632	0	0	11403
9	105564393	105597301	GRMZM5G856434	0.528200	0.459645	8865	7788	7338	8517	400	0	32908
9	105634547	105635404	GRMZM5G838420	0.404901	0.595099	203	227	283	144	0	0	857
9	105834817	105836348	GRMZM2G417554	0.662965	0.337035	521	208	308	494	0	0	1531
9	105832285	105834416	GRMZM2G465722	0.656969	0.343031	687	304	427	713	0	0	2131
9	105888216	105892081	GRMZM2G432722	0.479690	0.520310	843	1004	1007	1011	0	0	3865
9	105910445	105913262	GRMZM2G353005	0.659212	0.340788	933	558	402	924	0	0	2817
9	105920689	105921986	GRMZM2G111066	0.441018	0.558982	334	340	385	238	0	0	1297
9	105953026	105954082	GRMZM2G111082	0.482008	0.517992	259	242	305	250	0	0	1056
9	105996159	106000620	GRMZM2G100822	0.572293	0.427707	1239	1005	903	1314	0	0	4461
9	106058253	106061846	GRMZM2G030099	0.439744	0.560256	848	958	1055	732	0	0	3593
9	106070511	106072599	GRMZM2G029856	0.462644	0.537356	474	621	501	492	0	0	2088
9	106081634	106086137	GRMZM2G029690	0.479458	0.520542	1004	1138	1206	1155	0	0	4503
9	106103661	106111883	GRMZM2G326223	0.565921	0.434079	2559	1750	1819	2094	0	0	8222
9	106143386	106143951	GRMZM2G704308	0.419469	0.580531	88	202	126	149	0	0	565
9	106197768	106204348	GRMZM2G029912	0.444377	0.555623	1317	1832	1824	1607	0	0	6580
9	106258637	106262077	GRMZM5G863602	0.530233	0.469767	837	851	765	987	0	0	3440
9	106302353	106306174	GRMZM2G347931	0.393614	0.606386	770	1158	1159	734	0	0	3821
9	106344299	106346630	GRMZM2G435001	0.410553	0.589447	474	671	703	483	0	0	2331
9	106428529	106433269	GRMZM2G031370	0.591139	0.408861	1319	963	975	1483	0	0	4740
9	106423465	106427703	GRMZM2G331040	0.391458	0.608542	838	1277	1302	821	0	0	4238
9	106433773	106436102	GRMZM2G331015	0.556462	0.443538	725	529	504	571	0	0	2329
9	106468261	106480244	GRMZM2G501086	0.575315	0.424685	3464	2445	2644	3430	0	0	11983
9	106525204	106525933	GRMZM2G384661	0.465021	0.534979	163	212	178	176	0	0	729
9	106530025	106531122	GRMZM2G085218	0.316317	0.683683	169	390	360	178	0	0	1097
9	106534079	106542630	GRMZM2G085246	0.566717	0.433283	2670	1861	1844	2176	0	0	8551
9	106571596	106586003	GRMZM2G058162	0.479281	0.520719	3646	3431	4071	3259	0	0	14407
9	106696901	106701446	GRMZM2G153924	0.558636	0.441364	1378	1027	979	1161	0	0	4545
9	106831369	106832088	GRMZM2G397927	0.431154	0.568846	148	198	211	162	0	0	719
9	106897212	106902893	GRMZM5G836827	0.580003	0.419996	1809	1251	1135	1486	0	0	5681
9	106908961	106914658	GRMZM2G397572	0.587327	0.412673	1625	1157	1194	1721	0	0	5697
9	107092503	107093991	GRMZM2G008359	0.526882	0.473118	410	337	367	374	0	0	1488
9	107228727	107231826	GRMZM2G172357	0.584059	0.415941	846	641	648	964	0	0	3099
9	107331164	107334147	GRMZM2G027835	0.563862	0.436138	802	647	654	880	0	0	2983
9	107334979	107337106	GRMZM2G028254	0.562764	0.437236	644	465	465	553	0	0	2127
9	107353555	107354807	GRMZM2G331766	0.352236	0.647764	246	365	446	195	0	0	1252
9	107429359	107439047	GRMZM2G048472	0.510941	0.478737	2551	2536	2102	2399	100	0	9688
9	107441007	107456373	GRMZM5G807019	0.509176	0.490824	3796	3976	3566	4028	0	0	15366
9	107641597	107645414	GRMZM2G139082	0.489390	0.510610	942	986	963	926	0	0	3817
9	107670491	107671461	GRMZM2G070115	0.540206	0.459794	294	248	198	230	0	0	970
9	107754761	107756041	GRMZM2G341698	0.383594	0.616406	224	426	363	267	0	0	1280
9	107810216	107816810	GRMZM2G055320	0.495905	0.504095	1521	1714	1610	1749	0	0	6594
9	107858047	107861459	GRMZM2G055273	0.521981	0.478019	907	767	864	874	0	0	3412
9	108119232	108123328	GRMZM2G057616	0.429199	0.570801	831	1224	1114	927	0	0	4096
9	108220887	108223100	GRMZM2G106357	0.587438	0.412562	714	457	456	586	0	0	2213
9	108226451	108228182	GRMZM2G405474	0.329289	0.670711	277	520	641	293	0	0	1731
9	108316371	108318254	GRMZM2G151496	0.334572	0.665428	299	571	682	331	0	0	1883
9	108369674	108372881	GRMZM2G098423	0.443717	0.556283	689	870	914	734	0	0	3207
9	108447973	108449793	GRMZM2G038783	0.370330	0.629670	335	593	553	339	0	0	1820
9	108480937	108482439	GRMZM2G338376	0.368842	0.631158	261	488	460	293	0	0	1502
9	108529837	108530602	GRMZM2G090266	0.339869	0.660131	135	278	227	125	0	0	765
9	108537119	108544100	GRMZM2G025579	0.624982	0.375018	2129	1190	1428	2234	0	0	6981
9	108726776	108730185	AC208023	0.517454	0.453212	839	744	801	925	100	0	3409
9	108910373	108911123	GRMZM2G350687	0.352000	0.648000	107	319	167	157	0	0	750
9	108918314	108919229	GRMZM5G806779	0.375956	0.624044	135	362	209	209	0	0	915
9	108910373	108911287	GRMZM5G810510	0.375274	0.624726	136	364	207	207	0	0	914
9	108940050	108940725	GRMZM2G074320	0.545185	0.454815	166	156	151	202	0	0	675
9	109055575	109093884	GRMZM2G357825	0.488005	0.501553	9432	9765	9449	9263	400	0	38309
9	109112102	109112569	GRMZM2G704320	0.539615	0.460385	109	121	94	143	0	0	467
9	109136463	109145497	GRMZM2G103897	0.440336	0.559663	2001	2720	2336	1977	0	0	9034
9	109133803	109136364	GRMZM2G103900	0.540023	0.459977	602	591	587	781	0	0	2561
9	109146266	109151714	GRMZM2G103805	0.580396	0.419604	1728	1153	1133	1434	0	0	5448
9	109158883	109159008	GRMZM5G873142	0.496000	0.504000	37	35	28	25	0	0	125
9	109158883	109159008	zma	0.496000	0.504000	37	35	28	25	0	0	125
9	109162611	109164994	GRMZM2G103647	0.514478	0.485522	561	583	574	665	0	0	2383
9	109193115	109199409	GRMZM2G029407	0.506514	0.493486	1565	1577	1529	1623	0	0	6294
9	109311476	109317022	GRMZM2G157115	0.554454	0.445546	1634	1280	1191	1441	0	0	5546
9	109326183	109327625	GRMZM2G095333	0.403606	0.596394	312	401	459	270	0	0	1442
9	109324393	109325168	GRMZM2G095337	0.512258	0.487742	189	197	181	208	0	0	775
9	109336997	109340090	GRMZM2G095287	0.522147	0.477853	853	708	770	762	0	0	3093
9	109332667	109337541	GRMZM2G095302	0.541444	0.458556	1209	1093	1142	1430	0	0	4874
9	109567484	109572615	GRMZM2G115660	0.448840	0.551160	1114	1478	1350	1189	0	0	5131
9	109625412	109628219	GRMZM2G383093	0.504453	0.495547	635	625	766	781	0	0	2807
9	109631595	109634229	GRMZM2G081671	0.540243	0.459757	697	587	624	726	0	0	2634
9	109688337	109706994	GRMZM2G090849	0.534491	0.422630	4988	3868	4017	4984	800	0	18657
9	109707158	109710290	GRMZM2G151734	0.549170	0.450830	924	748	664	796	0	0	3132
9	109759364	109761166	GRMZM2G109966	0.368479	0.631521	406	541	597	258	0	0	1802
9	109759969	109761158	GRMZM2G410443	0.317914	0.682086	231	360	451	147	0	0	1189
9	109906734	109908496	GRMZM2G151406	0.527809	0.472191	526	456	376	404	0	0	1762
9	109908972	109914815	GRMZM2G404702	0.586172	0.413829	1859	1271	1147	1566	0	0	5843
9	110267833	110273315	GRMZM2G174444	0.538854	0.461146	1577	1296	1232	1377	0	0	5482
9	110338352	110338720	GRMZM5G842855	0.464674	0.535326	83	92	105	88	0	0	368
9	110340191	110341242	GRMZM2G333049	0.333968	0.666032	184	368	332	167	0	0	1051
9	110410867	110456586	GRMZM5G827042	0.492837	0.500602	10603	10508	12379	11929	300	0	45719
9	110475999	110480387	GRMZM2G124421	0.579307	0.420693	1402	934	912	1140	0	0	4388
9	110514419	110516011	GRMZM2G451746	0.400754	0.599246	299	480	474	339	0	0	1592
9	110588222	110590057	GRMZM2G009724	0.456676	0.543324	441	507	490	397	0	0	1835
9	110595525	110596364	GRMZM2G308799	0.531585	0.468415	232	174	219	214	0	0	839
9	110598860	110606292	GRMZM2G308884	0.582616	0.417384	2411	1567	1535	1919	0	0	7432
9	110677552	110681977	GRMZM2G110408	0.543955	0.456045	1358	1102	916	1049	0	0	4425
9	110726335	110731737	GRMZM2G110646	0.584413	0.415587	1789	1156	1089	1368	0	0	5402
9	110733577	110739446	GRMZM2G110822	0.575226	0.424774	1787	1238	1255	1589	0	0	5869
9	110859049	110870307	GRMZM2G170148	0.459140	0.540860	2564	3519	2570	2605	0	0	11258
9	110870766	110872833	GRMZM2G472077	0.498307	0.501693	491	574	463	539	0	0	2067
9	110875570	110877811	GRMZM2G472087	0.521196	0.478804	515	538	535	653	0	0	2241
9	110880169	110880435	AC212747	0.304511	0.695489	48	126	59	33	0	0	266
9	110939734	110949390	GRMZM2G156648	0.552713	0.447287	2380	2360	1959	2957	0	0	9656
9	111007593	111013701	GRMZM2G313162	0.549280	0.450720	1598	1230	1523	1757	0	0	6108
9	111086582	111087286	GRMZM2G083980	0.396307	0.603693	163	217	208	116	0	0	704
9	111111433	111113101	GRMZM2G084037	0.440647	0.559353	339	505	428	396	0	0	1668
9	111136619	111137576	GRMZM2G465383	0.300940	0.699060	126	375	294	162	0	0	957
9	111217727	111217999	GRMZM5G822313	0.341912	0.658088	66	71	108	27	0	0	272
9	111271908	111274196	GRMZM2G454449	0.563811	0.436189	657	509	489	633	0	0	2288
9	111480441	111482488	GRMZM2G017739	0.551539	0.448461	635	433	485	494	0	0	2047
9	111499766	111500583	GRMZM2G017685	0.458996	0.541004	222	223	219	153	0	0	817
9	111502466	111505299	GRMZM2G316073	0.444052	0.555948	594	759	816	664	0	0	2833
9	111565296	111567323	GRMZM2G173871	0.555994	0.444006	630	498	402	497	0	0	2027
9	111568267	111569613	GRMZM2G475594	0.360327	0.639673	243	372	489	242	0	0	1346
9	111618928	111627444	GRMZM5G856681	0.625881	0.374119	2367	1556	1630	2963	0	0	8516
9	111660147	111664584	AC206168	0.553302	0.446698	1144	1100	882	1311	0	0	4437
9	111664984	111669854	GRMZM2G067450	0.635524	0.364476	1588	875	900	1507	0	0	4870
9	111735628	111735966	AC206273	0.278107	0.721893	50	120	124	44	0	0	338
9	111798719	111800165	GRMZM2G170716	0.556017	0.443983	425	324	318	379	0	0	1446
9	111926574	111927583	GRMZM2G304403	0.561943	0.438057	289	193	249	278	0	0	1009
9	112001737	112023588	GRMZM2G049288	0.585282	0.414718	5916	4545	4517	6873	0	0	21851
9	112025168	112028071	GRMZM2G049229	0.331381	0.668619	455	908	1033	507	0	0	2903
9	112038909	112042464	GRMZM2G349376	0.535584	0.464416	864	782	869	1040	0	0	3555
9	112127021	112137833	GRMZM2G134045	0.596097	0.403903	3147	2374	1993	3298	0	0	10812
9	112153108	112154411	GRMZM5G845782	0.425173	0.574827	314	355	394	240	0	0	1303
9	112157242	112158072	GRMZM5G873706	0.569880	0.430120	192	218	139	281	0	0	830
9	112230148	112230957	AC216730	0.349815	0.650185	135	293	233	148	0	0	809
9	112268733	112275049	GRMZM2G447056	0.563806	0.436194	1916	1372	1383	1645	0	0	6316
9	112352111	112354427	GRMZM2G093270	0.435233	0.564767	459	703	605	549	0	0	2316
9	112508145	112513861	AC234158	0.547586	0.452414	1527	1392	1194	1603	0	0	5716
9	112540419	112540730	GRMZM2G704333	0.517685	0.482315	78	87	63	83	0	0	311
9	112549150	112549491	GRMZM2G704335	0.583578	0.416422	105	60	82	94	0	0	341
9	112652083	112659839	GRMZM5G812289	0.543579	0.430634	2112	1524	1816	2104	200	0	7756
9	112717726	112718640	AC226736	0.344639	0.655361	226	228	371	89	0	0	914
9	112826748	112828739	GRMZM2G473104	0.538423	0.461577	500	440	479	572	0	0	1991
9	112840063	112840563	GRMZM2G144245	0.452000	0.548000	113	142	132	113	0	0	500
9	112904291	112906675	GRMZM2G131667	0.544044	0.455956	621	532	555	676	0	0	2384
9	112907797	112910546	GRMZM2G161760	0.564205	0.399418	833	581	517	718	100	0	2749
9	112962504	112963815	GRMZM2G134731	0.409611	0.590389	229	414	360	308	0	0	1311
9	112972498	112974550	GRMZM2G134844	0.435185	0.564815	483	531	628	410	0	0	2052
9	113078264	113081315	AC225193	0.453294	0.546706	592	856	812	791	0	0	3051
9	113083355	113087395	AC225193	0.496782	0.478465	868	983	950	1139	100	0	4040
9	113191568	113192341	GRMZM2G556522	0.566624	0.433376	214	173	162	224	0	0	773
9	113191299	113192341	GRMZM6G445841	0.589251	0.410749	298	224	204	316	0	0	1042
9	113231668	113239689	GRMZM2G099337	0.599925	0.400075	2517	1658	1551	2295	0	0	8021
9	113244336	113245211	GRMZM2G399396	0.539429	0.460571	218	186	217	254	0	0	875
9	113254943	113260815	GRMZM2G007754	0.604734	0.395266	1847	1212	1109	1704	0	0	5872
9	113268038	113287579	GRMZM2G001131	0.427716	0.572284	3808	5204	5979	4550	0	0	19541
9	113442948	113447678	GRMZM2G054634	0.536786	0.463214	1441	1079	1112	1098	0	0	4730
9	113493605	113499028	GRMZM2G144730	0.560944	0.439056	1640	1247	1134	1402	0	0	5423
9	113499411	113501493	GRMZM2G446213	0.288184	0.711816	282	783	699	318	0	0	2082
9	113501771	113507403	AC203956	0.582564	0.417436	1692	1169	1182	1589	0	0	5632
9	113509156	113515959	GRMZM2G144818	0.584154	0.415846	2090	1352	1477	1884	0	0	6803
9	113514491	113517792	GRMZM2G144841	0.568313	0.431687	874	703	722	1002	0	0	3301
9	113542223	113545322	GRMZM2G138429	0.555986	0.444014	969	711	665	754	0	0	3099
9	113626763	113627665	AC203571	0.239468	0.760532	102	324	362	114	0	0	902
9	113685303	113687356	AC203571	0.505114	0.494886	439	570	446	598	0	0	2053
9	113727615	113731447	GRMZM2G116327	0.577766	0.422234	1015	785	833	1199	0	0	3832
9	113734717	113736310	GRMZM2G116452	0.399247	0.600753	325	462	495	311	0	0	1593
9	113813746	113814903	GRMZM2G368765	0.254970	0.745030	156	429	433	139	0	0	1157
9	113847257	113850351	GRMZM2G103169	0.488688	0.511312	760	749	833	752	0	0	3094
9	113842220	113844843	GRMZM2G103236	0.557377	0.404499	642	514	547	820	100	0	2623
9	113872023	113874086	GRMZM2G110988	0.357247	0.642753	327	624	702	410	0	0	2063
9	113899328	113900086	GRMZM5G842348	0.420844	0.579156	157	186	253	162	0	0	758
9	113902690	113905291	GRMZM5G836389	0.591695	0.408305	863	496	566	676	0	0	2601
9	113957380	113961137	GRMZM2G363789	0.540059	0.459941	1081	881	847	948	0	0	3757
9	114054272	114056981	AC190587	0.385013	0.614987	682	864	802	361	0	0	2709
9	114069435	114088946	GRMZM2G331105	0.564195	0.435805	5085	4183	4320	5923	0	0	19511
9	114111078	114128934	GRMZM2G095219	0.534666	0.454133	4873	3690	4419	4674	200	0	17856
9	114186082	114188472	GRMZM2G035712	0.630962	0.369038	780	412	470	728	0	0	2390
9	114200453	114203333	GRMZM2G035749	0.415972	0.584028	589	792	890	609	0	0	2880
9	114218885	114224142	GRMZM2G035928	0.577896	0.422104	1661	1120	1099	1377	0	0	5257
9	114253414	114253792	GRMZM2G339725	0.417989	0.582011	44	133	87	114	0	0	378
9	114260879	114261257	GRMZM2G704345	0.423280	0.576720	44	131	87	116	0	0	378
9	114301798	114306105	GRMZM2G148180	0.538194	0.461806	1293	946	1043	1025	0	0	4307
9	114324114	114328507	GRMZM2G148216	0.582518	0.417482	1409	946	888	1150	0	0	4393
9	114381823	114384264	GRMZM2G042576	0.557149	0.442851	640	530	551	720	0	0	2441
9	114480822	114485893	GRMZM2G015324	0.550779	0.449221	1502	1084	1194	1291	0	0	5071
9	114575015	114577005	GRMZM2G428470	0.384925	0.615075	387	609	615	379	0	0	1990
9	114582398	114587815	GRMZM2G150489	0.541628	0.458372	1522	1270	1213	1412	0	0	5417
9	114714280	114741518	GRMZM2G028796	0.514318	0.485682	6913	6351	6878	7096	0	0	27238
9	114770329	114770998	GRMZM2G704347	0.550075	0.449925	182	143	158	186	0	0	669
9	114801180	114843374	GRMZM2G093880	0.508058	0.491942	10742	11404	9353	10695	0	0	42194
9	114942807	114947031	GRMZM2G125513	0.483428	0.516572	1023	1098	1084	1019	0	0	4224
9	114985041	114989300	GRMZM2G067734	0.473116	0.526884	1072	1149	1095	943	0	0	4259
9	115003093	115004844	GRMZM2G368610	0.315248	0.684752	252	553	646	300	0	0	1751
9	115075690	115078367	GRMZM2G040991	0.575271	0.424729	679	551	586	861	0	0	2677
9	115078844	115084340	GRMZM2G041125	0.581332	0.418668	1517	1115	1186	1678	0	0	5496
9	115206274	115207076	GRMZM2G025133	0.416459	0.583541	183	226	242	151	0	0	802
9	115344860	115349564	GRMZM2G119079	0.583546	0.416454	1174	902	1057	1571	0	0	4704
9	115351179	115354728	GRMZM2G119146	0.567484	0.432516	1126	815	720	888	0	0	3549
9	115402588	115404749	GRMZM2G069807	0.382230	0.617770	402	698	637	424	0	0	2161
9	115425223	115425952	GRMZM5G843478	0.533608	0.466392	189	162	178	200	0	0	729
9	115435558	115436466	GRMZM2G076852	0.389868	0.610132	146	271	283	208	0	0	908
9	115519259	115524431	GRMZM2G034061	0.541570	0.458430	1405	1201	1170	1396	0	0	5172
9	115514418	115517834	GRMZM2G034110	0.541276	0.458724	820	805	762	1029	0	0	3416
9	115581682	115583140	GRMZM2G048854	0.434842	0.565158	277	421	403	357	0	0	1458
9	115585318	115586608	GRMZM2G169200	0.532558	0.467442	394	321	282	293	0	0	1290
9	115615846	115616691	GRMZM5G889719	0.278107	0.721893	132	303	307	103	0	0	845
9	115692360	115698055	GRMZM5G818887	0.530641	0.469359	1475	1387	1286	1547	0	0	5695
9	115786896	115789786	GRMZM2G004483	0.495156	0.504844	706	744	715	725	0	0	2890
9	115793149	115794874	GRMZM2G004516	0.418551	0.581449	304	535	468	418	0	0	1725
9	115798709	115800059	GRMZM2G004544	0.345185	0.654815	231	461	423	235	0	0	1350
9	115909827	115915379	GRMZM2G473310	0.561419	0.420569	1525	1115	1220	1592	100	0	5552
9	115980191	115982000	GRMZM2G101058	0.371476	0.628524	317	624	513	355	0	0	1809
9	115985799	115986268	GRMZM2G704352	0.409382	0.590618	99	123	154	93	0	0	469
9	116011176	116012458	GRMZM2G101007	0.598284	0.401716	382	258	257	385	0	0	1282
9	116072088	116074527	GRMZM2G316827	0.609266	0.390734	851	483	470	635	0	0	2439
9	116265518	116268414	GRMZM2G013002	0.422652	0.577348	633	786	886	591	0	0	2896
9	116292643	116294505	GRMZM2G013671	0.479592	0.520408	420	517	452	473	0	0	1862
9	116378673	116380543	GRMZM2G082520	0.429412	0.570588	427	501	566	376	0	0	1870
9	116467630	116469152	GRMZM2G059785	0.438239	0.561761	325	445	410	342	0	0	1522
9	116703820	116705287	GRMZM2G073260	0.424676	0.575324	308	455	389	315	0	0	1467
9	116741200	116742631	GRMZM5G806268	0.610762	0.389238	368	254	303	506	0	0	1431
9	116744717	116746139	GRMZM5G874373	0.618143	0.381857	425	235	308	454	0	0	1422
9	116774137	116775720	GRMZM2G094990	0.393557	0.606443	303	516	444	320	0	0	1583
9	116802385	116805077	GRMZM2G315786	0.510773	0.489227	675	796	521	700	0	0	2692
9	116842523	116843733	AC191253	0.557851	0.442149	262	316	219	413	0	0	1210
9	116920466	116922110	GRMZM2G152214	0.348540	0.651460	267	558	513	306	0	0	1644
9	116972383	116980457	GRMZM2G026952	0.567501	0.432499	2273	1745	1747	2309	0	0	8074
9	116981970	116985955	GRMZM2G026889	0.508908	0.491092	1063	956	1001	965	0	0	3985
9	117044378	117052087	GRMZM2G409265	0.558957	0.441043	2260	1759	1641	2049	0	0	7709
9	117068038	117069105	GRMZM2G108668	0.262418	0.737582	133	396	391	147	0	0	1067
9	117072470	117075924	GRMZM2G108619	0.568037	0.431963	987	775	717	975	0	0	3454
9	117079358	117083078	GRMZM2G409245	0.548387	0.451613	1017	919	761	1023	0	0	3720
9	117179607	117183242	GRMZM2G178546	0.548556	0.451444	828	785	856	1166	0	0	3635
9	117205286	117206085	GRMZM2G477685	0.479349	0.520651	191	247	169	192	0	0	799
9	117209893	117211119	GRMZM2G477697	0.526917	0.473083	314	321	259	332	0	0	1226
9	117237987	117238703	GRMZM2G027167	0.470670	0.529330	158	224	155	179	0	0	716
9	117240389	117241076	GRMZM2G027221	0.491994	0.508006	156	207	142	182	0	0	687
9	117402187	117402965	GRMZM2G106324	0.474293	0.525707	179	244	165	190	0	0	778
9	117412976	117413434	AC191421	0.353712	0.646288	88	102	194	74	0	0	458
9	117425595	117425984	AC234161	0.367609	0.632391	66	148	98	77	0	0	389
9	117430017	117430670	AC234161	0.474732	0.525268	154	211	132	156	0	0	653
9	117456840	117461716	AC234161	0.632075	0.367925	1564	955	839	1518	0	0	4876
9	117455635	117456280	AC234161	0.455814	0.544186	175	167	184	119	0	0	645
9	117530781	117531763	GRMZM2G117949	0.356415	0.643585	161	331	301	189	0	0	982
9	117559269	117561944	GRMZM2G117956	0.346168	0.653832	530	863	886	396	0	0	2675
9	117574913	117578726	GRMZM2G117999	0.503541	0.496459	862	971	922	1058	0	0	3813
9	117580660	117585892	GRMZM2G118022	0.593654	0.406346	1468	1182	944	1638	0	0	5232
9	117602449	117606163	GRMZM2G009070	0.508078	0.491922	916	879	948	971	0	0	3714
9	117629996	117641728	GRMZM5G897795	0.634419	0.365581	3615	2061	2228	3828	0	0	11732
9	117651274	117654797	GRMZM5G861756	0.523418	0.476582	934	927	752	910	0	0	3523
9	117765964	117767292	GRMZM2G072886	0.435994	0.564006	271	356	393	308	0	0	1328
9	117790161	117790850	AC216199	0.336720	0.663280	61	300	157	171	0	0	689
9	117790156	117791569	GRMZM2G071074	0.406936	0.593064	200	509	329	375	0	0	1413
9	117798260	117799025	GRMZM5G803886	0.369935	0.630065	89	297	185	194	0	0	765
9	117927184	117939070	GRMZM2G094828	0.587161	0.412839	3514	2311	2596	3465	0	0	11886
9	118077156	118078664	GRMZM2G020852	0.486074	0.513926	350	377	398	383	0	0	1508
9	118273114	118274520	GRMZM2G146551	0.473684	0.526316	352	387	353	314	0	0	1406
9	118276388	118277738	GRMZM2G181202	0.465926	0.534074	292	348	373	337	0	0	1350
9	118291386	118294335	GRMZM2G428539	0.616819	0.383181	816	548	582	1003	0	0	2949
9	118298086	118300176	GRMZM2G428579	0.417225	0.582775	423	585	633	449	0	0	2090
9	118312977	118316543	GRMZM2G128577	0.572911	0.427089	997	757	766	1046	0	0	3566
9	118317455	118318114	GRMZM2G128590	0.342944	0.657056	90	257	176	136	0	0	659
9	118373414	118382921	GRMZM2G336077	0.611865	0.388135	2937	1665	2025	2880	0	0	9507
9	118426796	118427266	GRMZM2G439983	0.406383	0.593617	80	167	112	111	0	0	470
9	118433248	118435664	GRMZM5G804470	0.526904	0.473096	565	540	603	708	0	0	2416
9	118520202	118521205	GRMZM2G019353	0.411765	0.588235	200	309	281	213	0	0	1003
9	118524722	118552008	GRMZM2G019430	0.491864	0.493477	6955	7045	6420	6466	400	0	27286
9	118689012	118692056	GRMZM2G114033	0.555848	0.444152	875	641	711	817	0	0	3044
9	118703400	118709157	GRMZM2G113873	0.576168	0.423832	1717	1273	1167	1600	0	0	5757
9	119011958	119012299	AC197901	0.343109	0.656892	68	113	111	49	0	0	341
9	119077863	119078399	GRMZM2G161255	0.361940	0.638060	92	181	161	102	0	0	536
9	119153300	119153982	GRMZM2G345155	0.404692	0.595308	125	214	192	151	0	0	682
9	119160941	119161336	AC201740	0.306329	0.693671	58	134	140	63	0	0	395
9	119182495	119183135	GRMZM2G424075	0.375000	0.625000	140	182	218	100	0	0	640
9	119190369	119195584	GRMZM2G126120	0.581783	0.418217	1707	1130	1051	1327	0	0	5215
9	119199250	119200846	GRMZM2G126216	0.528822	0.471178	432	386	366	412	0	0	1596
9	119309280	119309540	AC194940	0.203846	0.796154	15	117	90	38	0	0	260
9	119384145	119386999	GRMZM2G028921	0.568676	0.431324	688	616	615	935	0	0	2854
9	119454908	119455340	AC190743	0.645833	0.354167	166	82	71	113	0	0	432
9	119540240	119542981	GRMZM2G097987	0.618387	0.381613	854	530	516	841	0	0	2741
9	119552644	119559991	GRMZM2G098079	0.595753	0.404247	1880	1448	1522	2497	0	0	7347
9	119563180	119564682	GRMZM2G098179	0.376165	0.623835	276	481	456	289	0	0	1502
9	119677249	119678376	GRMZM2G417255	0.448092	0.551908	265	359	263	240	0	0	1127
9	119681381	119684900	GRMZM2G117680	0.566070	0.433930	911	655	872	1081	0	0	3519
9	119695496	119696390	GRMZM2G045518	0.601790	0.398210	255	170	186	283	0	0	894
9	119725266	119729991	GRMZM2G052654	0.572275	0.427725	1400	1030	991	1304	0	0	4725
9	119745126	119747450	GRMZM5G832108	0.582616	0.417384	587	449	521	767	0	0	2324
9	119776248	119777941	GRMZM6G735128	0.511518	0.370348	487	371	256	379	200	0	1693
9	119846436	119848350	GRMZM5G854500	0.364681	0.635319	358	616	600	340	0	0	1914
9	119912951	119914865	GRMZM2G151476	0.364681	0.635319	358	616	600	340	0	0	1914
9	119912851	119914788	GRMZM2G451861	0.349510	0.650490	343	637	623	334	0	0	1937
9	119964619	119970210	GRMZM2G151387	0.573243	0.426757	1716	1266	1120	1489	0	0	5591
9	120033581	120035106	GRMZM2G093092	0.485246	0.514754	353	427	358	387	0	0	1525
9	120093187	120094663	GRMZM2G106172	0.471545	0.528455	333	399	381	363	0	0	1476
9	120148208	120154206	GRMZM2G013934	0.554185	0.445815	1817	1345	1329	1507	0	0	5998
9	120199685	120202795	GRMZM2G035517	0.618006	0.381994	1012	612	576	910	0	0	3110
9	120223777	120224647	GRMZM2G035531	0.296552	0.703448	128	408	204	130	0	0	870
9	120334132	120336825	GRMZM2G128491	0.518381	0.481619	682	609	688	714	0	0	2693
9	120411437	120416700	GRMZM2G093096	0.595288	0.404712	1392	1024	1106	1741	0	0	5263
9	120482566	120484946	GRMZM2G000209	0.507983	0.492017	550	638	533	659	0	0	2380
9	120503781	120505558	GRMZM2G000219	0.514350	0.485650	430	420	443	484	0	0	1777
9	120508368	120509238	GRMZM2G300163	0.575862	0.424138	271	186	183	230	0	0	870
9	120510186	120510682	GRMZM5G807424	0.471774	0.528226	82	163	99	152	0	0	496
9	120619905	120621340	GRMZM2G132238	0.365157	0.634843	248	452	459	276	0	0	1435
9	120610583	120618894	GRMZM2G431243	0.594995	0.405005	2327	1622	1744	2618	0	0	8311
9	120668466	120671021	GRMZM2G320206	0.444618	0.555382	584	742	677	552	0	0	2555
9	120767368	120769554	GRMZM2G337548	0.397072	0.602928	430	589	729	438	0	0	2186
9	120900511	120903873	GRMZM2G092910	0.517252	0.482748	782	815	808	957	0	0	3362
9	120942966	120948124	AC189770	0.487398	0.512602	1476	1347	1297	1038	0	0	5158
9	121000192	121004485	GRMZM2G154029	0.449336	0.550664	891	1167	1197	1038	0	0	4293
9	121042043	121044688	GRMZM2G019029	0.331569	0.668431	403	910	858	474	0	0	2645
9	121046430	121049103	GRMZM6G548844	0.590722	0.409278	721	562	532	858	0	0	2673
9	121056459	121057219	AC199054	0.605263	0.394737	223	135	165	237	0	0	760
9	121051094	121052242	GRMZM2G386440	0.614111	0.385888	375	242	201	330	0	0	1148
9	121119078	121122349	GRMZM2G377443	0.470804	0.529196	769	907	824	771	0	0	3271
9	121136690	121141165	GRMZM2G035809	0.559106	0.440894	1157	1032	941	1345	0	0	4475
9	121142779	121143216	AC199054	0.283753	0.716247	51	169	144	73	0	0	437
9	121198915	121200635	GRMZM2G076268	0.354651	0.645349	258	545	565	352	0	0	1720
